text,distress,framing,tension,is_labelled,household_relevance_score
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6636
"Bonus alert: You received a $2,123.06 referral bonus.",0,celebratory,0,1,0.7798
A little reminder to check your monthly budget.,0,gentle,0,1,0.6663
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.739
Your credit card ending in 4901 has been suspended due to missed payments.,1,urgent,1,1,0.9454
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.5856
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4086
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.8191
Your recurring payment to Whole Foods is coming up soon.,0,gentle,0,1,0.4028
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.967
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.9993
Verification code sent to your mobile device.,0,direct,0,1,0.4366
Maximize your cashback by using your card at Costco this week.,0,supportive,0,1,0.5352
Please check your inbox for a message about your account.,0,gentle,0,1,0.4489
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.6183
We noticed you shop at Apple. Here is a 5% coupon for you.,0,supportive,0,1,0.6357
"Reminder: You have $2,119.66 in unused rewards points.",0,gentle,0,1,0.416
Your new debit card has been shipped.,0,direct,0,1,0.6631
Your request for a credit limit increase was denied.,1,direct,1,1,0.9053
"Autopay scheduled for Feb 21 in the amount of $4,128.23.",0,direct,0,1,0.4727
Let's work together to get your account back in good standing.,1,supportive,0,1,0.7811
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.4972
"Based on your spending, you could save $3,052.15 by switching plans.",0,supportive,0,1,0.6014
"Transaction declined: Insufficient funds for $2,966.13 at Starbucks.",1,direct,1,1,0.8352
"Transaction declined: Insufficient funds for $1,885.32 at Walmart.",1,direct,1,1,0.8208
Login failed: Too many attempts.,1,direct,1,1,0.7116
Maximize your cashback by using your card at Costco this week.,0,supportive,0,1,0.597
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.783
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.7701
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6877
"Action Required: We could not process your auto-pay of $4,140.74.",1,urgent,1,1,0.9869
"Don't forget, your card expires next month.",0,gentle,0,1,0.6078
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6902
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.818
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.7193
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.534
Your dispute regarding the $692.75 charge was resolved in favor of the merchant.,1,direct,1,1,0.7122
"Merchant refund of $3,315.89 processed.",0,direct,0,1,0.623
International transaction fee of $35.00 charged.,1,direct,1,1,0.8395
Please check your inbox for a message about your account.,0,gentle,0,1,0.6543
Your recurring payment to Spotify is coming up soon.,0,gentle,0,1,0.4625
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6231
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7492
Important: Your promotional APR is expiring. Balances will now accrue interest.,1,urgent,1,1,0.8802
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.548
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8368
Your monthly statement for October is available.,0,direct,0,1,0.6069
Your recurring payment to Spotify is coming up soon.,0,gentle,0,1,0.4476
"Congratulations! You reached your savings goal of $3,371.14!",0,celebratory,0,1,0.7644
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.6118
Your weekly summary is ready for review.,0,gentle,0,1,0.6629
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4166
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.5397
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7086
Subscription renewal failed for Target.,1,direct,1,1,0.8465
Your contact information has been successfully updated.,0,direct,0,1,0.6115
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.5423
Your monthly statement for October is available.,0,direct,0,1,0.5468
"Second Notice: Past due amount of $1,433.49 must be paid by Mar 10.",1,urgent,1,1,0.9057
Debit card 7662 was declined at Apple.,1,direct,1,1,0.7032
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.5817
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.6831
"Final Notice: Payment of $1,839.39 is 60 days overdue.",1,urgent,1,1,0.9704
"Transaction confirmation: You spent $2,994.64 at Starbucks.",0,direct,0,1,0.5869
Your recurring payment to Uber is coming up soon.,0,gentle,0,1,0.4722
Maximize your cashback by using your card at Costco this week.,0,supportive,0,1,0.6055
"Your payment of $3,585.77 was returned unpaid.",1,direct,1,1,0.7955
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.5899
"Final Notice: Payment of $3,720.79 is 60 days overdue.",1,urgent,1,1,0.9311
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4957
A late fee of $9.99 has been charged to your account.,1,direct,1,1,0.7986
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.9812
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.5989
Your new debit card has been shipped.,0,direct,0,1,0.6886
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6294
Your recurring payment to Uber is coming up soon.,0,gentle,0,1,0.61
Overdraft Notice: You have been charged a $35.00 insufficiency fee.,1,urgent,1,1,0.9228
Need more time? You can skip this month's payment.,1,supportive,0,1,0.8746
"Merchant refund of $4,021.16 processed.",0,direct,0,1,0.4213
"Don't forget, your card expires next month.",0,gentle,0,1,0.4184
"Payment of $3,043.73 received on Mar 11.",0,direct,0,1,0.4277
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.7781
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.6492
"Great job! You spent $3,627.61 less on dining out this week.",0,celebratory,0,1,0.7695
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5916
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.7738
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.5291
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.6916
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.5382
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.9209
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.5678
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4593
Paper statement fee of $39.00 applied.,1,direct,1,1,0.8999
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.5106
Reminder: You have $417.02 in unused rewards points.,0,gentle,0,1,0.433
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5015
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.6309
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5044
Subscription renewal failed for Whole Foods.,1,direct,1,1,0.7767
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4747
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.606
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.6668
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.9532
Your contact information has been successfully updated.,0,direct,0,1,0.6128
Please check your inbox for a message about your account.,0,gentle,0,1,0.4978
"ATM withdrawal of $3,533.42 was successful.",0,direct,0,1,0.4234
Reward Unlocked: You earned $627.90 in cash back this month.,0,celebratory,0,1,0.6076
A little reminder to check your monthly budget.,0,gentle,0,1,0.4777
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.5604
Your request for a credit limit increase was denied.,1,direct,1,1,0.8454
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6282
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.6543
We have refreshed the look of your dashboard.,0,gentle,0,1,0.4251
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.8994
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5366
Your recurring payment to Netflix is coming up soon.,0,gentle,0,1,0.4439
"ATM withdrawal of $1,875.09 was successful.",0,direct,0,1,0.6482
Maximize your cashback by using your card at Amazon this week.,0,supportive,0,1,0.5645
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.6534
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.725
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.7379
Card 4365 activated successfully.,0,direct,0,1,0.4696
"Final Notice: Payment of $2,395.74 is 60 days overdue.",1,urgent,1,1,0.8826
"Struggling with the $4,231.46 balance? We have payment plans available.",1,supportive,0,1,0.8688
We have refreshed the look of your dashboard.,0,gentle,0,1,0.4832
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9511
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.784
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.7819
Overdraft Notice: You have been charged a $12.00 insufficiency fee.,1,urgent,1,1,0.9429
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4585
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.5952
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.5134
Your credit score has been updated.,0,direct,0,1,0.5181
"Whoo-hoo! Your tax refund of $1,965.99 has arrived.",0,celebratory,0,1,0.6591
You have 3 days left in your billing cycle.,0,direct,0,1,0.596
Your credit score has been updated.,0,direct,0,1,0.4846
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7794
Your recurring transfer of $343.73 is scheduled for tomorrow.,0,direct,0,1,0.6933
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.8417
Your recurring payment to Netflix is coming up soon.,0,gentle,0,1,0.5449
Notice of adverse action regarding your application.,1,direct,1,1,0.8244
Please check your inbox for a message about your account.,0,gentle,0,1,0.6911
Debit card 4723 was declined at Costco.,1,direct,1,1,0.8783
Maximize your cashback by using your card at Shell this week.,0,supportive,0,1,0.6809
"Based on your spending, you could save $4,466.30 by switching plans.",0,supportive,0,1,0.5147
"Check #8091 for $3,466.88 was returned.",1,direct,1,1,0.8462
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.6632
Immediate Action Required: Suspicious activity detected at Walmart.,1,urgent,1,1,0.8896
Account 6452 has been closed due to inactivity.,1,direct,1,1,0.7161
You have exceeded your monthly transfer limit.,1,direct,1,1,0.9469
Account 4233 has been closed due to inactivity.,1,direct,1,1,0.9037
Your weekly summary is ready for review.,0,gentle,0,1,0.4181
"Direct Deposit of $1,797.74 received.",0,direct,0,1,0.4955
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.5615
"Transaction confirmation: You spent $3,059.07 at Target.",0,direct,0,1,0.4041
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.5485
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.6995
Your new debit card has been shipped.,0,direct,0,1,0.4542
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5929
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5419
"Alert: A charge of $2,217.80 at Starbucks was declined.",1,urgent,1,1,0.9728
Notice of adverse action regarding your application.,1,direct,1,1,0.9237
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.8024
"Your recurring transfer of $4,079.89 is scheduled for tomorrow.",0,direct,0,1,0.6754
We noticed you shop at Netflix. Here is a 5% coupon for you.,0,supportive,0,1,0.7478
Whoo-hoo! Your tax refund of $251.32 has arrived.,0,celebratory,0,1,0.815
Your recurring payment to Target is coming up soon.,0,gentle,0,1,0.4991
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.8471
We noticed a declined transaction. Let's get your account sorted out.,1,supportive,0,1,0.8146
Whoo-hoo! Your tax refund of $733.56 has arrived.,0,celebratory,0,1,0.7655
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.7726
Check #8577 has cleared.,0,direct,0,1,0.4399
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.8762
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.8355
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.418
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.8507
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4048
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5554
Your credit score has been updated.,0,direct,0,1,0.5881
"Wire transfer of $4,458.25 could not be completed.",1,direct,1,1,0.8731
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.9986
Your recurring payment to Shell is coming up soon.,0,gentle,0,1,0.544
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5007
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.5589
"Hi there, your e-statement is now available.",0,gentle,0,1,0.4414
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.8621
Banking Alert: Your spending limit has been reached.,1,urgent,1,1,0.9895
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5495
A little reminder to check your monthly budget.,0,gentle,0,1,0.5515
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5077
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.579
Account 9935 has been closed due to inactivity.,1,direct,1,1,0.8738
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5723
"Action Required: We could not process your auto-pay of $4,013.70.",1,urgent,1,1,0.8757
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.7374
Your request for a credit limit increase was denied.,1,direct,1,1,0.9006
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7993
Your request for a credit limit increase was denied.,1,direct,1,1,0.7476
Important: Your promotional APR is expiring. Balances will now accrue interest.,1,urgent,1,1,0.9216
A quick note: We have updated our branch hours.,0,gentle,0,1,0.669
Alert: A charge of $433.81 at Costco was declined.,1,urgent,1,1,0.952
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.6131
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8978
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.7076
Subscription renewal failed for Whole Foods.,1,direct,1,1,0.7546
"Urgent: Verify this transaction of $1,344.31 to prevent account lockout.",1,urgent,1,1,0.8658
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.6607
A late fee of $35.00 has been charged to your account.,1,direct,1,1,0.773
"ATM withdrawal of $3,532.57 was successful.",0,direct,0,1,0.5104
Your request for a credit limit increase was denied.,1,direct,1,1,0.9099
Debit card 2528 was declined at Uber.,1,direct,1,1,0.8537
Paper statement fee of $2.50 applied.,1,direct,1,1,0.7457
Whoo-hoo! Your tax refund of $206.47 has arrived.,0,celebratory,0,1,0.7676
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.6587
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4528
Save time by setting up automatic transfers.,0,supportive,0,1,0.5593
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.6959
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.6222
We curated some investment articles just for you.,0,supportive,0,1,0.7638
"Your recurring transfer of $3,148.17 is scheduled for tomorrow.",0,direct,0,1,0.561
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7255
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4311
"Based on your spending, you could save $2,964.63 by switching plans.",0,supportive,0,1,0.6254
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6296
Account 1954 has been closed due to inactivity.,1,direct,1,1,0.7281
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.5158
"Wire transfer of $3,615.94 could not be completed.",1,direct,1,1,0.8874
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.5181
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.7503
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5233
Need more time? You can skip this month's payment.,1,supportive,0,1,0.7828
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.9321
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.5562
"Reminder: You have $2,034.94 in unused rewards points.",0,gentle,0,1,0.6623
Your contact information has been successfully updated.,0,direct,0,1,0.6266
Final Reminder: Renew your subscription or lose access today.,1,urgent,1,1,0.911
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.8027
Your credit score has been updated.,0,direct,0,1,0.6677
Your weekly summary is ready for review.,0,gentle,0,1,0.6964
Your credit score has been updated.,0,direct,0,1,0.5631
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5548
Login failed: Too many attempts.,1,direct,1,1,0.9412
Merchant refund of $319.55 processed.,0,direct,0,1,0.418
Card 1375 activated successfully.,0,direct,0,1,0.5451
Your contact information has been successfully updated.,0,direct,0,1,0.5601
"Autopay scheduled for Mar 5 in the amount of $4,000.19.",0,direct,0,1,0.5658
Your weekly summary is ready for review.,0,gentle,0,1,0.6553
Direct Deposit of $655.46 received.,0,direct,0,1,0.677
Your new debit card has been shipped.,0,direct,0,1,0.5805
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6996
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.6556
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.955
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8673
"Final Notice: Payment of $4,311.03 is 60 days overdue.",1,urgent,1,1,0.8997
Check #4426 has cleared.,0,direct,0,1,0.4871
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6849
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.8029
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.7036
Your monthly statement for October is available.,0,direct,0,1,0.6485
Save time by setting up automatic transfers.,0,supportive,0,1,0.6361
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6871
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7241
Paper statement fee of $35.00 applied.,1,direct,1,1,0.8776
"Don't forget, your card expires next month.",0,gentle,0,1,0.4651
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.7446
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.5437
"Bonus alert: You received a $1,573.23 referral bonus.",0,celebratory,0,1,0.7361
"Merchant refund of $1,470.18 processed.",0,direct,0,1,0.6438
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9815
"Don't forget, your card expires next month.",0,gentle,0,1,0.5174
"Based on your spending, you could save $4,264.76 by switching plans.",0,supportive,0,1,0.7595
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.4542
We noticed you shop at Uber. Here is a 5% coupon for you.,0,supportive,0,1,0.5077
Payment failed: Invalid account number.,1,direct,1,1,0.9473
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.5546
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.4941
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.8271
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5128
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.7273
"Please contact us immediately regarding your outstanding debt of $2,215.39.",1,urgent,1,1,0.9227
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.5867
Your monthly statement for October is available.,0,direct,0,1,0.4137
"Based on your spending, you could save $2,239.06 by switching plans.",0,supportive,0,1,0.6845
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6349
"Based on your spending, you could save $981.97 by switching plans.",0,supportive,0,1,0.672
"Don't forget, your card expires next month.",0,gentle,0,1,0.5503
Paper statement fee of $9.99 applied.,1,direct,1,1,0.7416
"Direct Deposit of $4,096.48 received.",0,direct,0,1,0.6465
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.852
Cheers! You have $0 in fees this year.,0,celebratory,0,1,0.6777
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.4202
A little reminder to check your monthly budget.,0,gentle,0,1,0.5008
Need more time? You can skip this month's payment.,1,supportive,0,1,0.8953
Second Notice: Past due amount of $584.77 must be paid by Jan 7.,1,urgent,1,1,0.9622
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4029
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6504
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.637
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.6432
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.658
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4082
"Big win: Your investment portfolio is up by $3,397.24.",0,celebratory,0,1,0.7358
"Urgent: Your account is overdrawn by $1,367.74. Immediate deposit required.",1,urgent,1,1,0.953
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7196
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.94
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.6942
Save time by setting up automatic transfers.,0,supportive,0,1,0.7941
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.7347
Your recurring payment to Shell is coming up soon.,0,gentle,0,1,0.6992
Reward Unlocked: You earned $631.86 in cash back this month.,0,celebratory,0,1,0.8243
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.5346
Your recurring payment to Shell is coming up soon.,0,gentle,0,1,0.5372
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7519
"Whoo-hoo! Your tax refund of $1,418.51 has arrived.",0,celebratory,0,1,0.8639
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6722
"Payment of $3,996.83 received on Jan 13.",0,direct,0,1,0.4642
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4169
"Congratulations! You reached your savings goal of $1,177.47!",0,celebratory,0,1,0.6896
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.8246
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.7294
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.6442
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4062
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4827
We noticed the late fee on your account. Let's see if we can waive it.,1,supportive,0,1,0.8641
Card 8117 activated successfully.,0,direct,0,1,0.4801
"Struggling with the $2,220.12 balance? We have payment plans available.",1,supportive,0,1,0.7881
A little reminder to check your monthly budget.,0,gentle,0,1,0.4768
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6649
"Bonus alert: You received a $2,922.61 referral bonus.",0,celebratory,0,1,0.6268
Banking Alert: Your spending limit has been reached.,1,urgent,1,1,0.8909
"Direct Deposit of $1,957.72 received.",0,direct,0,1,0.489
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.684
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.8691
We curated some investment articles just for you.,0,supportive,0,1,0.6049
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.8329
Transaction confirmation: You spent $655.57 at Netflix.,0,direct,0,1,0.4465
Notice of adverse action regarding your application.,1,direct,1,1,0.8199
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.7123
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.6395
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4528
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.4546
"Reminder: You have $4,260.40 in unused rewards points.",0,gentle,0,1,0.4513
Save time by setting up automatic transfers.,0,supportive,0,1,0.6014
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.5485
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6931
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6947
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.8694
Check #7647 has cleared.,0,direct,0,1,0.6783
"Payment of $1,159.94 received on Mar 25.",0,direct,0,1,0.6989
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.9998
Save time by setting up automatic transfers.,0,supportive,0,1,0.5944
Profile update: Email address changed.,0,direct,0,1,0.6439
"Merchant refund of $3,244.97 processed.",0,direct,0,1,0.5476
International transaction fee of $12.00 charged.,1,direct,1,1,0.7158
Your recurring transfer of $789.83 is scheduled for tomorrow.,0,direct,0,1,0.4008
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.8978
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.5188
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4943
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6274
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6036
Reminder: You have $68.66 in unused rewards points.,0,gentle,0,1,0.6351
"Your recurring transfer of $2,656.44 is scheduled for tomorrow.",0,direct,0,1,0.4684
Great job! You spent $491.56 less on dining out this week.,0,celebratory,0,1,0.8523
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.7799
Debit card 7193 was declined at Apple.,1,direct,1,1,0.7969
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6269
"Autopay scheduled for Apr 14 in the amount of $4,169.89.",0,direct,0,1,0.678
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.813
A little reminder to check your monthly budget.,0,gentle,0,1,0.4846
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7514
Congratulations on your loan approval!,0,celebratory,0,1,0.6773
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.8549
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.7053
Please check your inbox for a message about your account.,0,gentle,0,1,0.4647
Your recurring payment to Walmart is coming up soon.,0,gentle,0,1,0.6979
Please contact us immediately regarding your outstanding debt of $404.25.,1,urgent,1,1,0.8745
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.5682
Your contact information has been successfully updated.,0,direct,0,1,0.5878
We noticed you shop at Costco. Here is a 5% coupon for you.,0,supportive,0,1,0.7222
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5485
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.704
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.6892
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8694
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.6004
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8603
Your weekly summary is ready for review.,0,gentle,0,1,0.6569
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.8958
You have exceeded your monthly transfer limit.,1,direct,1,1,0.9108
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.6584
Please check your inbox for a message about your account.,0,gentle,0,1,0.6861
Profile update: Email address changed.,0,direct,0,1,0.4727
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.5807
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4521
"Don't forget, your card expires next month.",0,gentle,0,1,0.4309
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5073
"Reward Unlocked: You earned $2,096.21 in cash back this month.",0,celebratory,0,1,0.823
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.706
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.484
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4458
"Reminder: You have $2,169.95 in unused rewards points.",0,gentle,0,1,0.5101
